DATE,T_mean,T_min,T_max,Po_mean,Po_min,Po_max,P_mean,P_min,P_max,Pa_mean,Pa_min,Pa_max,U_mean,U_min,U_max,Ff_mean,Ff_min,Ff_max,ff10_mean,ff10_min,ff10_max,ff3_mean,ff3_min,ff3_max,Tn_mean,Tn_min,Tn_max,Tx_mean,Tx_min,Tx_max,Td_mean,Td_min,Td_max,RRR_sum
2020-11-06,10.425,5.2,13.7,737.2,736.1,738.4,758.6,757.3,760.0,-0.225,-1.8,1.2,41.5,21.0,78.0,5.375,2,8,0.0,0.0,0.0,16.375,13.0,19.0,3.26,1.6,6.4,13.275,12.7,13.9,-3.3625,-10.7,6.6,0.0
2020-11-07,3.2625,-1.1,8.8,739.25,737.8,742.2,761.175,759.8,764.3,0.5857142857142856,-1.2,2.5,42.5,22.0,75.0,3.125,0,7,0.0,0.0,0.0,10.428571428571429,5.0,18.0,-2.8,-3.4,-0.5,12.3125,8.9,13.9,-9.175,-13.6,-1.8,0.0
2020-11-08,-1.55,-3.5,2.3,745.3375,743.6,746.5,767.8,765.8,769.3,0.425,-0.9,1.4,42.25,29.0,55.0,3.625,2,6,0.0,0.0,0.0,13.714285714285714,9.0,18.0,-4.0,-4.2,-3.4,7.0625,2.5,8.9,-13.0125,-14.6,-10.7,0.0
2020-11-09,-4.8625,-9.7,-0.1,746.65,744.9,748.6,769.5,767.5,771.7,0.375,-0.6,1.1,49.5,27.0,69.0,2.125,1,3,0.0,0.0,0.0,7.833333333333333,5.0,10.0,-8.175,-9.9,-4.3,1.5875,0.1,2.5,-14.3875,-16.9,-12.4,0.0
2020-11-10,0.9499999999999996,-9.4,6.5,747.8125,746.9,748.6,770.5,769.6,771.6,-0.1375,-1.1,0.3,45.75,36.0,72.0,2.75,1,5,0.0,0.0,0.0,8.166666666666666,4.0,11.0,-10.0,-10.0,-10.0,3.875,0.1,6.9,-9.875,-15.0,-5.1,0.0
2020-11-11,8.9375,3.8,14.5,746.55,744.7,748.1,768.4625,766.3,770.2,-0.35,-1.6,0.5,54.25,37.0,72.0,3.25,3,4,0.0,0.0,0.0,10.333333333333334,7.0,12.0,3.46,3.3,3.5,11.971428571428572,6.9,14.5,-0.2249999999999999,-3.8,2.5,0.0
2020-11-12,9.1,2.8,13.5,744.6375,742.4,749.3,766.2875,763.9,771.3,0.575,-1.3,2.5,52.5,29.0,64.0,4.0,2,8,0.0,0.0,0.0,16.714285714285715,10.0,19.0,5.275,2.6,7.2,14.3875,14.2,14.5,-0.6125,-4.6,5.8,0.0
2020-11-13,2.0625,-4.2,8.1,751.8,750.6,753.1,774.2,772.7,775.6,0.225,-0.9,1.5,57.625,35.0,86.0,1.375,0,3,0.0,0.0,0.0,6.428571428571429,5.0,11.0,-4.3375,-4.9,-1.1,12.025,8.2,14.2,-6.0125,-6.8,-5.1,0.0
2020-11-14,6.275,-1.5,12.6,747.9,745.1,750.7,770.0625,766.9,773.1,-0.75,-2.0,-0.2,39.0,17.0,70.0,2.75,2,4,0.0,0.0,0.0,7.0,5.0,11.0,-3.042857142857143,-4.9,-2.3,10.6375,8.2,13.0,-8.075,-11.8,-6.0,0.0
2020-11-15,6.0875,0.2,10.8,746.375,743.9,750.8,768.275,765.7,773.0,0.7125,-0.7,2.4,61.875,35.0,75.0,3.625,1,7,0.0,0.0,0.0,11.666666666666666,11.0,12.0,2.75,-1.5,6.9,12.475,11.7,13.0,-1.05,-7.3,4.7,0.0
2020-11-16,1.4625,-5.6,6.9,750.3375,746.5,752.8,772.85,768.7,775.6,-0.5375,-1.7,0.8,61.625,33.0,100.0,1.625,0,3,0.0,0.0,0.0,6.5,5.0,8.0,-5.6,-6.1,-2.9,9.8375,7.3,11.7,-6.4125,-8.3,-1.7,0.0
2020-11-17,7.8125,3.8,12.1,743.2625,741.8,745.0,765.15,763.6,767.1,-0.35,-1.5,0.8,74.0,46.0,100.0,3.625,2,6,0.0,0.0,0.0,11.333333333333334,7.0,13.0,1.4166666666666667,-1.6,2.5,10.614285714285714,7.3,12.2,3.175,-6.8,8.6,4.4
2020-11-18,0.3624999999999999,-1.1,3.4,741.475,734.2,744.7,763.5875,756.4,766.7,-1.1875,-3.8,0.5,100.0,100.0,100.0,4.375,2,6,0.0,0.0,0.0,11.0,8.0,14.0,0.2999999999999999,-1.1,3.4,12.2,12.2,12.2,0.3624999999999999,-1.1,3.4,21.6
2020-11-19,-5.1625,-7.4,-0.7,734.0125,730.6,739.8,756.4625,752.8,762.7,0.7,-2.6,2.7,98.125,95.0,100.0,3.375,0,6,0.0,0.0,0.0,11.333333333333334,10.0,13.0,-5.225,-7.4,-1.1,0.025,-0.3,0.5,-5.4125000000000005,-7.9,-0.7,96.0
2020-11-20,-9.0375,-10.8,-7.0,746.3625,741.7,749.2,769.575,764.7,772.5,1.175,0.1,2.0,89.0,78.0,96.0,1.75,1,3,0.0,0.0,0.0,7.0,5.0,10.0,-10.2625,-12.6,-8.5,-5.933333333333334,-6.2,-5.2,-10.5625,-12.3,-9.0,15.2
2020-11-21,-7.1,-8.8,-6.0,749.0875,748.7,749.3,772.3625,772.0,772.7,-0.0375,-0.4,0.6,91.125,86.0,95.0,1.875,1,3,0.0,0.0,0.0,4.875,4.0,5.0,-12.6,-12.6,-12.6,-5.8625,-6.2,-5.5,-8.337499999999999,-9.7,-6.9,0.0
2020-11-22,-11.1125,-15.0,-7.3,749.0625,748.6,749.6,772.5375,772.0,772.9,-0.0375,-0.5,0.5,84.625,71.0,97.0,1.75,0,3,0.0,0.0,0.0,5.428571428571429,4.0,9.0,-16.3375,-17.2,-12.5,-5.65,-6.7,-5.5,-13.3,-16.0,-11.7,0.0
2020-11-23,-7.8625,-11.4,-5.1,747.7125,746.3,749.3,771.0125,769.6,772.5,0.0875,-0.9,1.3,76.125,70.0,79.0,4.0,3,6,0.0,0.0,0.0,10.166666666666666,9.0,11.0,-12.966666666666669,-17.2,-11.7,-5.55,-6.8,-5.0,-11.35,-14.3,-9.6,0.0
2020-11-24,-4.8625,-8.0,-3.0,748.45,747.1,749.5,771.4625,769.9,772.6,-0.2749999999999999,-0.7,0.2,78.125,70.0,85.0,2.5,2,4,0.0,0.0,0.0,7.125,7.0,8.0,-9.585714285714284,-11.5,-8.8,-3.6,-5.0,-2.7,-8.15,-10.2,-6.2,0.0
2020-11-25,-5.7375,-10.7,-3.3,748.2,746.1,751.9,771.15,768.9,775.3,0.6,-0.6,1.9,87.125,71.0,100.0,2.375,1,4,0.0,0.0,0.0,8.5,7.0,10.0,-7.0625,-10.9,-5.4,-2.8625000000000003,-3.1,-2.7,-7.6375,-10.8,-6.2,0.0
2020-11-26,-8.925,-12.5,-3.8,753.15,752.7,754.0,776.6,776.1,777.4,0.1125,-1.3,0.8,92.25,83.0,99.0,0.875,0,2,0.0,0.0,0.0,4.333333333333333,3.0,7.0,-13.675,-13.9,-12.4,-3.35,-3.8,-3.1,-10.0125,-13.2,-5.8,0.0
2020-11-27,-11.4625,-15.6,-7.6,751.7875,751.0,752.5,775.4375,774.6,776.0,-0.225,-0.8,0.4,81.125,64.0,97.0,2.0,0,4,0.0,0.0,0.0,5.25,2.0,7.0,-15.85,-16.0,-14.8,-4.6875,-7.1,-3.2,-14.25,-16.1,-11.9,0.0
2020-11-28,-12.0875,-14.8,-8.4,750.9625,749.3,752.0,774.65,772.9,775.8,-0.2124999999999999,-1.0,0.6,82.25,65.0,93.0,1.75,1,2,0.0,0.0,0.0,5.625,5.0,7.0,-15.925,-16.0,-15.9,-7.6125,-8.3,-7.1,-14.6,-16.0,-13.2,0.0
2020-11-29,-11.325,-15.8,-7.6,749.9875,748.6,751.3,773.6,772.3,775.0,0.25,-0.6,0.9,84.875,73.0,96.0,2.5,1,3,0.0,0.0,0.0,4.875,4.0,6.0,-16.3625,-16.5,-15.9,-7.75,-8.3,-7.2,-13.4375,-16.3,-11.6,0.0
2020-11-30,-11.0625,-13.5,-8.9,753.5375,751.5,755.3,777.2125,775.0,779.0,0.5,0.1,1.3,78.625,73.0,83.0,3.5,3,4,0.0,0.0,0.0,7.75,7.0,8.0,-14.785714285714286,-16.5,-14.1,-7.825,-8.7,-7.2,-14.0625,-15.9,-12.7,0.0
2020-12-01,-11.05,-13.3,-8.5,754.9125,753.7,756.0,778.65,777.4,779.8,-0.1999999999999999,-1.2,0.8,77.625,65.0,85.0,3.0,2,4,0.0,0.0,0.0,7.625,7.0,8.0,-13.95,-14.1,-13.9,-8.5,-8.7,-8.3,-14.25,-15.6,-13.3,0.0
2020-12-02,-10.7625,-12.8,-8.8,751.5625,750.2,753.2,775.1625,773.8,776.8,-0.4375,-0.8,0.0,73.375,65.0,81.0,3.75,3,5,0.0,0.0,0.0,7.625,7.0,9.0,-13.3875,-13.9,-13.2,-8.45,-8.7,-8.3,-14.675,-15.4,-13.3,0.0
2020-12-03,-10.35,-13.9,-7.6,749.8,749.4,750.1,773.3375,772.8,773.6,-0.0999999999999999,-0.5,0.2,74.5,67.0,83.0,4.25,2,6,0.0,0.0,0.0,9.0,8.0,10.0,-14.057142857142855,-14.2,-13.4,-8.024999999999999,-8.7,-7.3,-14.0875,-16.2,-12.4,0.0
2020-12-04,-8.825,-11.3,-6.6,748.05,746.9,749.2,771.375,770.2,772.6,-0.3125,-1.2,0.2,65.75,58.0,75.0,4.25,4,6,0.0,0.0,0.0,9.5,9.0,11.0,-12.333333333333334,-14.2,-11.7,-6.8,-7.3,-6.3,-14.15,-15.1,-12.5,0.0
2020-12-05,-7.7,-10.1,-5.0,747.5375,747.0,748.2,770.7375,770.2,771.5,0.0125,-0.8,1.1,62.25,57.0,68.0,3.625,1,5,0.0,0.0,0.0,9.5,9.0,10.0,-10.675,-11.7,-10.2,-5.5625,-6.3,-4.8,-13.7375,-14.9,-11.7,0.0
2020-12-06,-8.075,-11.2,-5.8,746.1375,745.1,747.8,769.2625,768.1,771.1,0.1,-0.9,1.1,69.375,56.0,86.0,3.25,2,4,0.0,0.0,0.0,8.75,6.0,10.0,-9.6125,-11.6,-8.7,-4.9875,-5.3,-4.8,-12.8375,-14.3,-10.3,0.0
2020-12-07,-11.7875,-14.1,-9.9,748.7375,748.1,749.5,772.275,771.6,773.1,0.0999999999999999,-0.8,1.0,71.875,63.0,82.0,3.875,3,5,0.0,0.0,0.0,8.375,7.0,9.0,-14.175,-14.5,-12.6,-6.7875,-9.6,-5.3,-15.925,-16.7,-15.3,0.0
2020-12-08,-10.1375,-12.9,-7.6,747.475,745.9,748.6,770.9625,769.3,772.2,-0.3375,-1.0,0.2,57.125,48.0,68.0,3.5,2,6,0.0,0.0,0.0,9.5,9.0,10.0,-13.7,-14.5,-13.3,-8.525,-9.6,-7.4,-17.1375,-18.1,-16.2,0.0
2020-12-09,-5.0125,-8.8,-1.9,742.35,741.0,745.1,765.25,763.6,768.3,-0.6125,-1.3,0.1,57.25,49.0,68.0,3.125,2,5,0.0,0.0,0.0,9.5,8.0,11.0,-10.08,-12.9,-9.1,-3.2,-7.4,-1.1,-12.25,-17.1,-8.3,0.0
2020-12-10,-6.6875,-9.5,-3.2,741.6125,740.8,742.9,764.5,763.6,765.9,0.2375,-0.5,1.1,61.0,49.0,75.0,3.875,2,5,0.0,0.0,0.0,9.75,9.0,10.0,-9.8625,-10.1,-8.7,-1.7000000000000002,-3.0,-1.1,-13.1125,-14.9,-11.7,0.0
2020-12-11,-11.35,-13.7,-7.1,744.3375,743.9,744.7,767.625,766.9,768.1,0.2,-0.6,1.0,71.5,48.0,83.0,1.625,1,2,0.0,0.0,0.0,5.5,4.0,10.0,-13.6375,-14.2,-10.8,-3.9125,-6.7,-3.0,-15.675,-17.2,-13.7,0.0
2020-12-12,-13.775,-18.8,-10.6,743.6375,743.1,744.1,767.2125,766.6,767.8,-0.1125,-0.8,0.4,70.5,46.0,91.0,1.375,0,2,0.0,0.0,0.0,4.625,4.0,5.0,-15.8625,-18.8,-14.4,-8.214285714285714,-10.1,-6.7,-18.3125,-20.0,-16.2,0.0
2020-12-13,-17.15,-19.8,-14.1,745.7875,743.7,747.2,769.775,767.5,771.4,0.4375,-0.1,1.3,71.75,52.0,93.0,2.75,1,4,0.0,0.0,0.0,6.25,4.0,8.0,-19.9375,-20.0,-19.7,-11.6,-13.9,-10.1,-21.25,-22.3,-18.7,0.0
2020-12-14,-17.825,-20.0,-14.8,748.175,747.0,749.3,772.3,771.0,773.5,0.275,-0.3,0.9,65.625,51.0,73.0,3.125,2,4,0.0,0.0,0.0,7.125,7.0,8.0,-20.15,-20.2,-20.0,-14.1625,-14.6,-13.9,-22.8,-23.6,-22.1,0.0
2020-12-15,-19.5625,-21.8,-16.2,750.3125,749.5,750.8,774.6625,773.7,775.2,0.15,-0.4,0.8,65.875,55.0,75.0,2.125,1,4,0.0,0.0,0.0,6.75,6.0,7.0,-22.375,-22.9,-20.2,-15.125,-16.0,-14.6,-24.4125,-25.3,-23.2,0.0
2020-12-16,-17.5625,-20.7,-14.9,750.325,748.4,751.5,774.6125,772.4,775.9,-0.2625,-1.1,0.5,61.0,50.0,75.0,2.625,2,4,0.0,0.0,0.0,6.625,5.0,9.0,-22.47142857142857,-22.9,-22.3,-15.285714285714286,-16.0,-14.7,-23.4375,-24.7,-21.8,0.0
2020-12-17,-12.4625,-14.5,-9.5,746.95,746.5,747.6,770.6625,770.1,771.4,-0.15,-0.8,0.4,61.375,53.0,67.0,4.125,4,5,0.0,0.0,0.0,9.5,8.0,10.0,-16.240000000000002,-17.5,-15.2,-11.3625,-14.1,-9.4,-18.425,-21.6,-16.4,0.0
2020-12-18,-14.65,-16.7,-11.6,749.7125,747.8,751.1,773.5375,771.4,775.0,0.4875,-0.2,1.0,59.875,48.0,73.0,3.625,3,6,0.0,0.0,0.0,9.875,9.0,10.0,-16.849999999999998,-17.2,-14.9,-10.125,-11.3,-9.4,-20.8625,-22.4,-19.2,0.0
2020-12-19,-15.775,-18.3,-12.7,751.125,750.7,751.6,775.1625,774.7,775.7,-0.0499999999999999,-0.6,0.6,60.25,50.0,66.0,2.625,2,3,0.0,0.0,0.0,7.125,6.0,10.0,-18.5625,-18.8,-17.4,-11.8625,-12.7,-11.3,-21.7875,-23.4,-20.3,0.0
2020-12-20,-11.8125,-15.7,-8.7,749.175,747.4,750.4,772.9,770.8,774.3,-0.4125,-1.1,0.0,62.875,55.0,73.0,3.5,2,4,0.0,0.0,0.0,7.75,6.0,9.0,-16.72,-18.8,-16.2,-10.157142857142857,-12.7,-8.5,-17.575,-20.4,-15.0,0.0
2020-12-21,-6.0875,-9.0,-3.7,745.1,743.8,746.4,768.175,766.6,769.6,-0.45,-1.1,0.3,56.875,51.0,65.0,4.375,3,5,0.0,0.0,0.0,11.666666666666666,10.0,12.0,-10.175,-11.6,-9.7,-5.6,-8.3,-3.6,-13.3125,-15.6,-11.1,0.0
2020-12-22,-3.3375,-5.3,-0.2,741.9,741.1,743.2,764.55,763.6,765.9,-0.3375,-0.8,0.5,71.0,64.0,80.0,3.375,2,5,0.0,0.0,0.0,11.2,10.0,12.0,-5.659999999999999,-5.9,-5.6,-1.6375,-3.6,-0.1,-7.95,-9.3,-6.0,0.0
2020-12-23,-4.35,-9.4,-2.2,738.0375,736.6,740.4,760.575,759.1,762.9,-0.225,-1.9,1.5,73.375,55.0,88.0,4.0,1,7,0.0,0.0,0.0,12.0,7.0,14.0,-5.775,-9.4,-4.5,-0.8714285714285713,-1.9,-0.1,-8.55,-11.5,-3.9,0.0
2020-12-24,-10.875,-12.2,-9.0,741.125,740.2,741.9,764.3,763.3,765.0,0.1125,-0.6,1.5,81.125,64.0,93.0,3.125,2,4,0.0,0.0,0.0,7.75,6.0,11.0,-12.4625,-12.6,-11.5,-4.1000000000000005,-8.0,-1.9,-13.6,-16.4,-11.7,0.0
2020-12-25,-13.0625,-16.9,-9.0,742.4375,740.5,744.4,765.95,763.9,768.1,0.525,-1.3,1.1,68.375,55.0,83.0,3.75,2,5,0.0,0.0,0.0,8.625,8.0,10.0,-16.625,-17.0,-14.8,-8.3875,-8.8,-8.0,-17.8125,-20.0,-16.0,0.0
2020-12-26,-10.325,-16.5,-5.8,743.8,741.7,745.9,767.175,764.8,769.5,-0.3375,-2.0,0.9,58.625,37.0,86.0,1.5,1,2,0.0,0.0,0.0,6.571428571428571,4.0,10.0,-17.5,-17.7,-17.0,-6.8500000000000005,-8.8,-5.2,-17.5125,-20.2,-14.0,0.0
2020-12-27,-12.525,-16.1,-8.7,744.7,742.1,748.6,768.1125,765.3,772.3,0.8625,0.2,2.0,70.375,53.0,87.0,2.375,0,4,0.0,0.0,0.0,5.857142857142857,4.0,7.0,-15.5,-17.7,-13.8,-5.85,-8.5,-5.2,-17.0375,-23.5,-14.4,0.0
2020-12-28,-15.6,-17.6,-12.7,750.4625,749.5,752.1,774.4125,773.3,776.1,0.4375,-0.9,1.3,61.625,42.0,72.0,2.375,1,4,0.0,0.0,0.0,6.625,5.0,7.0,-18.175,-18.4,-17.2,-10.157142857142857,-12.4,-8.5,-21.45,-23.3,-18.8,0.0
2020-12-29,-19.9875,-21.8,-18.1,750.9875,748.5,752.9,775.3125,772.9,777.1,-0.45,-1.2,0.8,68.25,46.0,90.0,2.75,1,4,0.0,0.0,0.0,7.25,6.0,8.0,-21.425,-22.0,-19.8,-13.94285714285714,-16.9,-12.4,-24.6125,-27.0,-21.2,0.0
2020-12-30,-20.3375,-24.3,-17.4,745.325,743.6,747.6,769.6999999999999,767.8,772.0,-0.6,-1.4,0.1,60.625,55.0,66.0,3.875,3,5,0.0,0.0,0.0,7.625,6.0,9.0,-24.342857142857145,-24.6,-23.1,-17.575,-17.9,-17.2,-26.025,-29.2,-23.1,0.0
2020-12-31,-18.55,-20.9,-15.4,743.075,742.2,743.6,767.1,766.1,767.6,-0.0125,-0.6,0.7,63.25,51.0,70.0,3.5,1,5,0.0,0.0,0.0,9.285714285714286,8.0,10.0,-22.45,-24.6,-21.3,-16.2,-17.2,-15.2,-23.9,-25.3,-22.6,0.0
2021-01-01,-21.2125,-23.5,-16.7,747.675,745.1,749.5,772.05,769.3,774.1,0.7375,-0.2,1.5,64.625,40.0,79.0,1.75,1,3,0.0,0.0,0.0,6.142857142857143,5.0,9.0,-24.4625,-25.0,-22.0,-15.6125,-16.3,-15.2,-26.425,-27.2,-24.4,0.0
2021-01-02,-18.9125,-23.2,-15.6,749.7375,749.0,750.4,774.1125,773.3,774.8,0.1125,-0.6,1.1,59.125,48.0,69.0,2.5,1,3,0.0,0.0,0.0,5.375,3.0,7.0,-24.5375,-25.0,-23.8,-15.475,-16.3,-14.8,-25.0125,-27.3,-22.2,0.0
2021-01-03,-17.7,-19.9,-15.1,750.5125,750.1,750.9,774.7625,774.4,775.0,0.05,-0.7,0.5,61.125,52.0,67.0,3.375,2,5,0.0,0.0,0.0,8.875,6.0,10.0,-20.8,-23.8,-20.3,-14.857142857142858,-14.9,-14.8,-23.4625,-24.6,-22.7,0.0
2021-01-04,-17.9375,-19.8,-15.2,750.5125,749.8,750.9,774.725,773.9,775.1,0.0125,-1.0,0.6,57.875,44.0,65.0,3.125,2,5,0.0,0.0,0.0,8.625,8.0,9.0,-20.2875,-20.3,-20.2,-14.75,-14.9,-14.6,-24.3375,-24.9,-23.2,0.0
2021-01-05,-19.9,-22.7,-16.7,750.7875,748.9,751.9,775.1875,773.2,776.4,-0.25,-1.1,1.1,61.25,51.0,75.0,2.25,1,4,0.0,0.0,0.0,6.875,6.0,8.0,-22.9875,-23.1,-22.3,-15.2875,-16.3,-14.6,-25.575,-27.2,-24.5,0.0
2021-01-06,-18.0875,-21.3,-16.9,745.2,743.4,747.6,769.25,767.3,771.6,-0.3,-2.2,1.2,66.125,49.0,87.0,3.375,3,4,0.0,0.0,0.0,7.75,6.0,9.0,-21.214285714285715,-23.1,-19.6,-16.375,-16.5,-16.3,-23.15,-25.3,-20.8,1.6
2021-01-07,-24.05,-24.8,-22.7,746.6875,745.8,747.2,771.275,770.5,771.8,-0.0875,-1.0,0.7,59.25,48.0,82.0,3.25,2,5,0.0,0.0,0.0,8.75,7.0,9.0,-24.7125,-25.0,-23.5,-17.46,-21.3,-16.5,-29.9125,-31.8,-25.7,1.2
2021-01-08,-22.4625,-26.4,-19.4,743.8875,742.9,744.9,768.4625,767.2,769.5,-0.3625,-0.9,0.3,57.375,49.0,66.0,3.0,2,4,0.0,0.0,0.0,7.375,6.0,9.0,-26.5,-26.7,-25.1,-20.95,-22.6,-19.2,-28.6625,-30.9,-26.0,0.0
2021-01-09,-18.6125,-22.8,-15.1,743.4125,742.3,744.0,767.5625,766.6,768.1,0.1714285714285714,-0.4,0.9,59.75,46.0,71.0,2.5,1,3,0.0,0.0,0.0,8.5,7.0,9.0,-24.33333333333333,-26.7,-23.3,-17.0,-19.2,-15.0,-24.675,-26.6,-22.8,0.0
2021-01-10,-15.175,-18.3,-11.9,746.3625,744.4,748.2,770.275,768.4,772.2,0.5125,-0.2,1.1,64.875,52.0,82.0,2.375,1,3,0.0,0.0,0.0,6.0,6.0,6.0,-19.5,-19.5,-19.5,-13.325,-15.0,-11.8,-20.425,-21.9,-19.6,0.0
2021-01-11,-11.0125,-14.1,-6.6,743.6625,740.2,747.3,767.1125,763.4,770.9,-0.975,-2.4,-0.5,62.75,52.0,73.0,3.5,2,5,0.0,0.0,0.0,9.333333333333334,7.0,11.0,-14.9,-15.1,-14.3,-8.787500000000001,-11.8,-6.4,-16.8375,-19.4,-13.5,0.0
2021-01-12,-9.1875,-12.6,-6.3,734.425,732.1,738.8,757.375,754.9,761.9,-0.8999999999999999,-2.0,0.9,74.75,64.0,83.0,2.75,2,4,0.0,0.0,0.0,8.285714285714286,6.0,10.0,-13.325,-14.3,-13.0,-6.085714285714286,-6.4,-5.8,-12.8875,-16.0,-9.4,0.0
2021-01-13,-14.125,-17.9,-11.4,737.65,733.0,742.2,761.0125,756.1,765.8,1.15,0.0,2.0,74.0,62.0,90.0,2.75,1,5,0.0,0.0,0.0,7.75,5.0,10.0,-17.4,-18.0,-15.2,-6.525,-10.5,-5.8,-17.8625,-20.4,-16.5,0.0
2021-01-14,-14.05,-18.3,-10.9,744.8625000000001,743.5,746.7,768.5375,766.9,770.5,0.1625,-1.0,1.5,62.0,41.0,90.0,2.25,1,3,0.0,0.0,0.0,7.142857142857143,5.0,9.0,-19.02857142857143,-19.4,-18.0,-10.8875,-11.0,-10.7,-20.1625,-24.3,-13.7,0.5
2021-01-15,-16.15,-20.7,-12.6,745.0125,741.7,748.7,768.775,765.2,772.9,0.65,-1.2,2.7,82.75,66.0,92.0,3.125,1,6,0.0,0.0,0.0,9.25,8.0,10.0,-18.116666666666667,-21.6,-15.4,-11.0375,-12.3,-10.7,-18.475,-22.4,-13.6,13.6
2021-01-16,-19.5875,-24.2,-16.7,748.575,747.2,749.4,772.9,771.4,773.7,-0.1875,-1.1,0.5,73.5,58.0,87.0,3.125,1,4,0.0,0.0,0.0,7.5,4.0,9.0,-24.542857142857144,-24.6,-24.2,-14.7875,-16.4,-12.6,-23.275,-26.0,-22.4,0.0
2021-01-17,-15.0875,-18.0,-12.3,742.525,739.9,746.5,766.375,763.5,770.6,-0.9125,-2.1,-0.1,61.5,51.0,70.0,4.0,3,6,0.0,0.0,0.0,9.428571428571429,8.0,11.0,-18.625,-18.7,-18.4,-13.133333333333333,-16.4,-11.9,-20.925,-22.8,-18.3,0.0
2021-01-18,-20.4625,-21.9,-18.5,746.0375,740.0,750.9,770.175,763.7,775.4,1.375,0.1,2.6,60.5,51.0,83.0,2.625,2,4,0.0,0.0,0.0,8.625,7.0,11.0,-21.925,-24.1,-18.5,-12.44285714285714,-14.0,-11.9,-26.2625,-28.2,-24.0,0.0
2021-01-19,-17.45,-21.8,-14.4,749.8375,747.9,751.3,774.125,771.8,775.8,-0.375,-1.6,0.3,49.5,35.0,60.0,2.375,1,3,0.0,0.0,0.0,7.285714285714286,6.0,9.0,-23.8,-24.1,-22.3,-15.457142857142856,-18.4,-13.5,-25.7,-27.7,-21.7,0.0
2021-01-20,-4.3875,-12.5,-0.4,743.35,740.4,747.1,766.4625,763.3,770.8,-0.45,-2.0,1.4,85.25,63.0,98.0,5.0,3,8,0.0,0.0,0.0,14.6,9.0,16.0,-17.599999999999998,-21.8,-15.7,-4.325,-12.5,-0.1,-6.550000000000001,-18.1,-1.8,11.9
2021-01-21,-2.55,-6.7,-0.2,744.25,742.6,745.5,766.85,765.1,768.1,1.2,1.2,1.2,98.5,96.0,100.0,1.75,1,3,0.0,0.0,0.0,9.571428571428571,3.0,15.0,-5.216666666666667,-7.0,-4.4,-0.0625,-0.1,0.0,-2.7625,-6.7,-0.6,0.5
2021-01-22,-9.2375,-13.5,-3.9,747.825,745.9,749.0,771.0375,768.7,772.1,-0.035416666666666596,-0.95,0.9,63.0,39.0,83.0,1.875,0,3,0.0,0.0,0.0,5.5,5.0,6.0,-13.125,-14.1,-7.8,-0.925,-3.8,0.0,-15.4625,-17.0,-11.3,0.0
2021-01-23,-7.7625,-15.3,-1.7,745.7375,744.8,747.0,768.975,768.0,770.3,-0.035416666666666596,-0.95,0.9,70.125,50.0,89.0,1.875,1,3,0.0,0.0,0.0,4.428571428571429,4.0,5.0,-16.285714285714285,-16.3,-16.2,-2.525,-3.8,-1.2,-12.525,-18.2,-7.8,0.0
2021-01-24,-4.1,-7.9,2.7,747.7125,746.2,749.6,770.625,769.2,772.6,-0.035416666666666596,-0.95,0.9,81.375,52.0,100.0,1.75,0,4,0.0,0.0,0.0,5.6,4.0,7.0,-10.8,-16.3,-9.7,1.1375,-1.2,3.3,-7.175,-9.5,-4.6,0.0
2021-01-25,-6.825,-12.3,-2.9,746.45,743.7,749.7,769.525,766.6,772.6,-0.8571428571428571,-2.4,0.0,92.875,78.0,100.0,1.25,0,4,0.0,0.0,0.0,4.5,4.0,6.0,-12.375,-13.2,-9.4,0.9142857142857144,-2.4,3.3,-7.8375,-12.4,-5.6,1.0
2021-01-26,-9.175,-12.5,-4.5,743.2375,741.8,744.7,766.35,764.8,768.0,0.025,-0.5,0.9,76.625,57.0,96.0,3.375,1,5,0.0,0.0,0.0,8.0,7.0,9.0,-13.05,-13.2,-13.0,-2.875,-4.2,-2.4,-12.7625,-18.4,-9.3,6.0
2021-01-27,-11.675,-15.5,-8.0,745.2375,742.9,746.9,768.7,766.3,770.4,-0.1999999999999999,-2.1,1.8,53.375,34.0,93.0,3.0,1,5,0.0,0.0,0.0,8.625,7.0,9.0,-16.014285714285712,-16.5,-13.9,-5.4125000000000005,-7.7,-4.2,-19.7125,-22.6,-11.7,0.2
2021-01-28,-16.7625,-21.5,-10.9,743.1125,740.5,745.1,766.8125,763.8,769.3,0.275,-1.2,1.5,67.5,44.0,94.0,2.625,1,4,0.0,0.0,0.0,8.25,5.0,10.0,-18.625,-21.5,-16.5,-8.485714285714286,-10.8,-7.7,-21.6875,-26.0,-11.7,1.8
2021-01-29,-18.975,-23.4,-14.2,744.075,739.8,746.5,768.2875,763.6,770.9,-0.6625,-2.5,0.6,53.375,36.0,69.0,2.875,1,4,0.0,0.0,0.0,7.5,6.0,10.0,-23.9875,-24.2,-22.8,-14.7125,-16.1,-11.0,-26.3375,-29.0,-18.7,0.0
2021-01-30,-18.15,-22.7,-12.2,746.7,740.2,750.3,770.725,763.9,774.7,1.2375,-0.6,3.3,84.125,73.0,92.0,2.375,0,4,0.0,0.0,0.0,7.875,5.0,10.0,-21.87142857142857,-24.2,-18.8,-12.2,-12.2,-12.2,-20.2125,-24.2,-13.2,7.5
