NO,DATE,5cm_SM,10cm_SM,20cm_SM,40cm_SM,5cm_ST,10cm_ST,20cm_ST,40cm_ST,Number of nodes used to derive the daily mean of the sample area,Number of observations used to summarize the half hour data into the daily mean,T_mean,T_min,T_max,Po_mean,Po_min,Po_max,P_mean,P_min,P_max,Pa_mean,Pa_min,Pa_max,U_mean,U_min,U_max,Ff_mean,Ff_min,Ff_max,ff10_mean,ff10_min,ff10_max,ff3_mean,ff3_min,ff3_max,Tn_mean,Tn_min,Tn_max,Tx_mean,Tx_min,Tx_max,Td_mean,Td_min,Td_max,RRR_sum,value,cost,dry_risk
64,2020-10-09,0.2530943,0.2906604,0.25804,0.2184603,11.11542,10.96521,10.76687,11.24146,10,48,16.3875,13.0,20.5,744.95,743.3,746.8,766.1625,764.5,768.1,-0.45,-1.6,0.5,42.25,22.0,60.0,2.625,2,3,0.0,0.0,0.0,10.0,6.0,12.0,11.571428571428571,6.2,12.6,19.95,19.2,20.7,2.7875,-1.9,6.0,0.0,0.25804,0.01,0
65,2020-10-10,0.2512567,0.2903649,0.2582945,0.2185828,12.4,12.12583,11.67104,11.63229,10,48,16.525,13.6,20.9,741.7125,740.4,743.2,762.775,761.4,764.2,-0.4125,-0.9,0.2,61.625,31.0,78.0,3.25,2,5,0.0,0.0,0.0,9.833333333333334,8.0,11.0,12.725,12.6,13.0,20.9,20.7,21.1,8.6625,3.2,11.6,0.0,0.2582945,0.01,0
66,2020-10-11,0.2509373,0.2885617,0.2577374,0.2187113,10.26396,11.12896,11.71438,12.03979,10,48,9.3625,3.2,15.1,740.7875,739.0,742.9,762.1375,760.1,764.8,0.3125,-0.8,1.7,85.75,79.0,91.0,2.375,1,3,0.0,0.0,0.0,10.375,7.0,12.0,8.625,3.0,12.9,19.3,15.5,21.1,7.0875,-0.1,11.8,7.7,0.2577374,0.01,0
67,2020-10-12,0.2508188,0.2864268,0.2556303,0.2174596,6.87375,8.04667,9.555,11.415,10,48,5.8375,0.2,11.0,742.7625,741.7,743.8,764.7125,763.7,765.9,-0.1125,-1.4,0.6,49.875,25.0,82.0,2.125,1,4,0.0,0.0,0.0,8.125,4.0,11.0,-0.275,-0.5,1.3,12.27142857142857,9.4,15.1,-5.1,-8.3,-1.4,0.0,0.2556303,0.01,0
68,2020-10-13,0.2472837,0.2845898,0.2545153,0.2161561,5.76396,6.93583,8.42333,10.54646,10,48,5.75,0.2,9.7,743.2875,739.9,748.2,765.1375,761.5,770.3,0.775,-0.9,2.1,42.375,30.0,61.0,4.5,2,9,0.0,0.0,0.0,13.625,7.0,18.0,2.4000000000000004,-0.5,4.2,11.175,10.3,11.7,-6.45,-10.4,-1.1,0.0,0.2545153,0.01,0
69,2020-10-14,0.2443225,0.2828121,0.2532585,0.2149779,4.155,5.42875,7.14938,9.67229,10,48,1.85,-2.7,6.3,748.875,747.7,750.1,771.2625,769.9,772.6,-0.0625,-1.3,0.8,46.125,28.0,66.0,2.625,2,5,0.0,0.0,0.0,10.142857142857142,8.0,16.0,-2.9125,-3.2,-1.4,8.75,6.8,10.3,-9.225,-11.0,-6.6,0.0,0.2532585,0.01,0
70,2020-10-15,0.2419595,0.2820207,0.2524063,0.2139008,4.49896,5.25292,6.44333,8.85417,10,48,7.5,2.6,13.0,745.375,744.1,747.2,767.325,766.0,769.3,-0.425,-1.3,0.6,35.875,22.0,51.0,3.125,1,5,0.0,0.0,0.0,9.166666666666666,9.0,10.0,-1.3375,-3.2,2.2,10.6,6.8,13.4,-7.1125,-10.0,-4.2,0.0,0.2524063,0.01,0
71,2020-10-16,0.2417489,0.2818852,0.2522283,0.213279,5.17437,5.77896,6.64688,8.51083,10,48,7.2875,4.6,11.1,743.65,742.6,744.6,765.45,764.4,766.5,-0.2125,-1.1,1.4,42.5,26.0,63.0,3.25,2,6,0.0,0.0,0.0,9.125,8.0,10.0,2.7,2.2,2.9,12.8375,11.9,13.4,-5.2625,-7.9,-1.1,0.0,0.2522283,0.01,0
72,2020-10-17,0.2405953,0.2818729,0.2520893,0.2129095,6.20625,6.46479,6.91625,8.38688,10,48,10.675,6.7,16.7,741.1625,739.8,743.5,762.7,761.2,765.0,0.1124999999999999,-1.1,2.1,39.125,24.0,48.0,3.375,1,6,0.0,0.0,0.0,11.0,10.0,12.0,3.3,2.8,5.2,14.8,11.9,17.1,-3.125,-4.4,-0.7,0.0,0.2520893,0.01,0
73,2020-10-18,0.2384893,0.2804833,0.2518069,0.2127358,5.68875,6.39229,7.14458,8.46625,10,48,6.4375,-1.7,12.0,745.475,744.2,746.8,767.3625,765.8,768.7,0.1625,-1.0,1.6,44.875,22.0,87.0,1.875,1,3,0.0,0.0,0.0,7.125,5.0,10.0,-1.7375,-2.6,3.4,15.5,12.3,17.1,-6.0375,-9.1,-3.4,0.0,0.2518069,0.01,0
74,2020-10-19,0.2381363,0.2798661,0.251311,0.2123511,6.42292,6.65146,7.04604,8.34521,10,48,12.4125,6.7,18.3,744.1625,743.4,745.0,765.75,764.8,766.4,-0.15,-1.0,0.6,36.625,21.0,50.0,3.375,2,4,0.0,0.0,0.0,8.857142857142858,6.0,10.0,4.514285714285714,-2.6,6.1,15.75,12.3,18.6,-2.5,-4.4,2.9,0.0,0.251311,0.01,0
75,2020-10-20,0.2391338,0.2810405,0.2517836,0.2122968,8.715,8.34333,8.00167,8.525,10,48,14.875,10.1,19.9,742.95,739.6,745.4,764.2,760.6,766.9,-0.675,-1.9,0.3,55.125,37.0,75.0,3.5,2,5,0.0,0.0,0.0,11.0,11.0,11.0,8.925,6.4,9.6,19.2875,18.6,20.0,5.5125,4.4,6.9,0.0,0.2517836,0.01,0
76,2020-10-21,0.245782,0.2826712,0.2528059,0.2128311,9.24833,9.52062,9.37271,9.21396,10,48,9.15,2.2,15.1,738.525,737.2,740.1,759.8625,758.5,762.0,0.0625,-1.0,1.8,70.75,47.0,94.0,3.375,2,6,0.0,0.0,0.0,11.875,8.0,13.0,7.071428571428571,2.2,9.6,18.5875,15.3,20.0,3.6875,-4.3,8.4,55.6,0.2528059,0.01,0
77,2020-10-22,0.243563,0.2800932,0.2511163,0.2123289,5.22792,6.35938,7.65938,9.13521,10,48,1.6625,-3.7,6.5,741.7,740.3,742.9,763.825,762.2,765.3,0.3375,-0.4,1.0,57.75,37.0,83.0,2.125,1,3,0.0,0.0,0.0,7.625,6.0,9.0,-1.4,-3.7,0.4,10.6875,7.7,15.2,-6.275,-7.9,-4.4,0.0,0.2511163,0.01,0
78,2020-10-23,0.2380418,0.2778555,0.2496907,0.2110379,3.13958,4.35187,5.99938,8.30104,10,48,-0.575,-6.1,5.8,742.5,741.9,743.3,764.875,764.3,765.7,-0.0375,-0.9,0.7,62.875,28.0,91.0,2.0,0,5,0.0,0.0,0.0,8.125,3.0,11.0,-6.1,-6.3,-4.9,7.1125,6.2,7.7,-7.9125,-11.3,-4.7,0.0,0.2496907,0.01,0
79,2020-10-24,0.2369591,0.2772583,0.2488477,0.2097829,3.02875,3.83146,5.09604,7.42813,10,48,3.0375,-6.4,9.5,741.6375,740.6,743.2,763.8625,762.7,765.7,-0.2,-1.3,0.6,51.625,29.0,89.0,2.875,1,4,0.0,0.0,0.0,7.875,3.0,10.0,-6.457142857142857,-6.5,-6.3,8.125,6.2,9.9,-6.925,-7.9,-5.9,0.0,0.2488477,0.01,0
80,2020-10-25,0.2381566,0.2774524,0.2485957,0.2091492,3.63062,4.18854,5.06083,6.96604,10,48,5.862500000000001,-0.6,13.3,742.5375,740.9,744.1,764.4375,762.7,766.1,0.3999999999999999,-0.4,1.0,48.375,25.0,77.0,1.75,1,3,0.0,0.0,0.0,7.5,5.0,9.0,-0.35,-0.6,-0.3,11.8625,9.9,13.7,-5.0125,-6.7,-3.0,0.0,0.2485957,0.01,0
81,2020-10-26,0.2383875,0.2774479,0.2483915,0.2087386,4.22208,4.55667,5.18854,6.80708,10,48,7.625,-2.8,14.6,742.3375,740.6,744.1,764.1875,762.2,766.1,-0.3375,-1.6,0.8,61.25,25.0,97.0,1.875,0,4,0.0,0.0,0.0,6.666666666666667,3.0,10.0,-2.8285714285714287,-2.9,-2.4,14.65,13.7,15.6,-1.0125000000000002,-6.4,7.2,0.0,0.2483915,0.01,0
82,2020-10-27,0.2376524,0.2775218,0.2484932,0.2086343,4.52625,5.09292,5.68333,6.88292,10,48,4.7875,0.8,9.5,745.1625,743.5,746.3,767.075,765.1,768.4,0.6125,-0.5,2.1,45.625,25.0,71.0,2.875,1,5,0.0,0.0,0.0,8.714285714285714,7.0,11.0,0.125,-2.9,1.5,14.1,9.8,15.6,-6.8125,-11.0,-0.7,0.0,0.2484932,0.01,0
83,2020-10-28,0.231659,0.275346,0.2475803,0.2082198,2.70333,3.67417,4.90292,6.74104,10,48,1.125,-3.7,6.8,747.1125,746.3,748.0,769.4625,768.4,770.5,0.2125,-0.6,0.7,43.125,24.0,76.0,2.375,1,4,0.0,0.0,0.0,7.75,5.0,10.0,-2.3125,-3.8,-0.8,8.825000000000001,7.2,9.8,-10.9625,-13.3,-7.3,0.0,0.2475803,0.01,0
84,2020-10-29,0.2265351,0.273601,0.2466034,0.2074557,1.80917,2.75271,4.07146,6.23542,10,48,0.8500000000000001,-3.4,7.3,749.15,748.0,750.2,771.6625,770.4,772.7,0.275,-0.4,0.8,52.375,28.0,80.0,1.375,1,3,0.0,0.0,0.0,5.625,4.0,7.0,-4.8,-5.0,-4.2,7.371428571428572,7.2,7.5,-8.6375,-10.7,-5.9,0.0,0.2466034,0.01,0
85,2020-10-30,0.2245675,0.2729171,0.2459564,0.2067508,2.01604,2.61771,3.63125,5.735,10,48,4.55,-4.3,10.7,748.325,744.4,750.7,770.6375,766.3,773.4,-0.725,-1.7,0.4,50.0,28.0,90.0,2.125,1,3,0.0,0.0,0.0,5.0,3.0,6.0,-4.785714285714286,-5.0,-4.7,9.475,7.5,11.6,-6.375,-7.1,-5.4,0.0,0.2459564,0.01,0
86,2020-10-31,0.2314874,0.275184,0.246469,0.2064983,4.46729,4.43167,4.45771,5.63958,10,48,9.65,6.2,13.1,738.5875,736.0,743.2,760.125,757.5,764.9,-0.8,-2.4,1.5,49.5,35.0,74.0,4.375,2,9,0.0,0.0,0.0,15.625,7.0,21.0,5.666666666666667,3.5,6.1,12.6,11.6,13.2,-0.8125,-6.5,8.1,4.2,0.246469,0.01,0
87,2020-11-01,0.2303496,0.2749506,0.2466743,0.2066315,3.97854,4.49667,4.98542,5.98896,10,48,4.85,0.7,8.0,740.125,738.4,742.2,761.875,759.8,764.2,0.525,-0.4,1.3,44.125,34.0,57.0,4.125,3,6,0.0,0.0,0.0,12.5,9.0,16.0,2.95,0.6,6.1,12.0125,9.1,13.2,-6.5875,-8.3,-3.7,0.0,0.2466743,0.01,0
88,2020-11-02,0.2243486,0.2727398,0.2457561,0.2062945,1.87146,2.93958,4.18333,5.90437,10,48,0.625,-2.5,4.6,742.05,741.5,742.6,764.275,763.6,764.7,0.0124999999999999,-0.9,0.7,42.875,31.0,55.0,4.25,3,6,0.0,0.0,0.0,12.2,9.0,14.0,-1.3,-2.5,-0.1,6.95,4.8,9.1,-10.8625,-14.0,-9.0,0.0,0.2457561,0.01,0
89,2020-11-03,0.2054089,0.2673253,0.2444017,0.2054419,0.165,1.38625,2.95083,5.33104,10,48,-3.7,-6.9,0.0,743.225,742.6,743.8,765.875,765.1,766.4,0.1875,-0.8,0.6,43.5,30.0,62.0,3.125,2,5,0.0,0.0,0.0,11.285714285714286,9.0,14.0,-7.1875,-7.6,-5.0,3.225,0.0,4.8,-14.7875,-16.8,-12.6,0.0,0.2444017,0.01,0
90,2020-11-04,0.1797026,0.2525654,0.243289,0.2045011,-0.37229,0.66375,2.10125,4.63438,10,48,0.3625,-7.4,6.4,742.575,741.1,744.3,765.0875,763.3,767.1,-0.325,-1.8,0.4,35.0,18.0,54.0,2.75,1,5,0.0,0.0,0.0,9.25,7.0,11.0,-7.528571428571429,-7.6,-7.5,3.6875,0.0,6.8,-14.1125,-16.6,-8.4,0.0,0.243289,0.01,0
91,2020-11-05,0.1910807,0.2540757,0.2426835,0.2037995,0.14604,0.68646,1.79979,4.11354,10,48,6.9125,3.0,12.4,740.8125,739.3,741.9,762.675,760.9,763.7,-0.2375,-1.4,0.7,59.125,34.0,80.0,2.875,1,5,0.0,0.0,0.0,9.142857142857142,5.0,10.0,2.24,1.6,2.7,10.528571428571428,6.8,12.7,-1.0125,-3.8,4.0,0.0,0.2426835,0.01,0
92,2020-11-06,0.2178394,0.2683212,0.2434679,0.2035867,3.06896,2.73542,2.69083,4.0125,10,48,10.425,5.2,13.7,737.2,736.1,738.4,758.6,757.3,760.0,-0.225,-1.8,1.2,41.5,21.0,78.0,5.375,2,8,0.0,0.0,0.0,16.375,13.0,19.0,3.26,1.6,6.4,13.275,12.7,13.9,-3.3625,-10.7,6.6,0.0,0.2434679,0.01,0
93,2020-11-07,0.216708,0.2693447,0.2440524,0.2039404,2.48625,2.92146,3.42437,4.51,10,48,3.2625,-1.1,8.8,739.25,737.8,742.2,761.175,759.8,764.3,0.5857142857142856,-1.2,2.5,42.5,22.0,75.0,3.125,0,7,0.0,0.0,0.0,10.428571428571429,5.0,18.0,-2.8,-3.4,-0.5,12.3125,8.9,13.9,-9.175,-13.6,-1.8,0.0,0.2440524,0.01,0
94,2020-11-08,0.2114466,0.2674137,0.2436394,0.2039091,1.06062,2.02146,3.10396,4.61167,10,48,-1.55,-3.5,2.3,745.3375,743.6,746.5,767.8,765.8,769.3,0.425,-0.9,1.4,42.25,29.0,55.0,3.625,2,6,0.0,0.0,0.0,13.714285714285714,9.0,18.0,-4.0,-4.2,-3.4,7.0625,2.5,8.9,-13.0125,-14.6,-10.7,0.0,0.2436394,0.01,0
95,2020-11-09,0.1813271,0.2565846,0.2425872,0.2033124,-0.33646,0.83312,2.14375,4.22687,10,48,-4.8625,-9.7,-0.1,746.65,744.9,748.6,769.5,767.5,771.7,0.375,-0.6,1.1,49.5,27.0,69.0,2.125,1,3,0.0,0.0,0.0,7.833333333333333,5.0,10.0,-8.175,-9.9,-4.3,1.5875,0.1,2.5,-14.3875,-16.9,-12.4,0.0,0.2425872,0.01,0
96,2020-11-10,0.1602527,0.2295586,0.2412549,0.2026704,-0.70375,0.18979,1.47167,3.71438,10,48,0.9499999999999996,-9.4,6.5,747.8125,746.9,748.6,770.5,769.6,771.6,-0.1375,-1.1,0.3,45.75,36.0,72.0,2.75,1,5,0.0,0.0,0.0,8.166666666666666,4.0,11.0,-10.0,-10.0,-10.0,3.875,0.1,6.9,-9.875,-15.0,-5.1,0.0,0.2412549,0.01,0
97,2020-11-11,0.1883083,0.2429577,0.2407846,0.2021543,0.62438,0.56688,1.35771,3.34708,10,48,8.9375,3.8,14.5,746.55,744.7,748.1,768.4625,766.3,770.2,-0.35,-1.6,0.5,54.25,37.0,72.0,3.25,3,4,0.0,0.0,0.0,10.333333333333334,7.0,12.0,3.46,3.3,3.5,11.971428571428572,6.9,14.5,-0.2249999999999999,-3.8,2.5,0.0,0.2407846,0.01,0
98,2020-11-12,0.2152164,0.2658339,0.2422829,0.2021683,3.38083,2.98,2.63167,3.46667,10,48,9.1,2.8,13.5,744.6375,742.4,749.3,766.2875,763.9,771.3,0.575,-1.3,2.5,52.5,29.0,64.0,4.0,2,8,0.0,0.0,0.0,16.714285714285715,10.0,19.0,5.275,2.6,7.2,14.3875,14.2,14.5,-0.6125,-4.6,5.8,0.0,0.2422829,0.01,0
99,2020-11-13,0.2102254,0.2657128,0.2426893,0.2026486,1.82458,2.4575,3.05979,4.03208,10,48,2.0625,-4.2,8.1,751.8,750.6,753.1,774.2,772.7,775.6,0.225,-0.9,1.5,57.625,35.0,86.0,1.375,0,3,0.0,0.0,0.0,6.428571428571429,5.0,11.0,-4.3375,-4.9,-1.1,12.025,8.2,14.2,-6.0125,-6.8,-5.1,0.0,0.2426893,0.01,0
100,2020-11-14,0.2039476,0.2631138,0.24201,0.2028083,1.12479,1.74479,2.55354,4.00458,10,48,6.275,-1.5,12.6,747.9,745.1,750.7,770.0625,766.9,773.1,-0.75,-2.0,-0.2,39.0,17.0,70.0,2.75,2,4,0.0,0.0,0.0,7.0,5.0,11.0,-3.042857142857143,-4.9,-2.3,10.6375,8.2,13.0,-8.075,-11.8,-6.0,0.0,0.24201,0.01,0
101,2020-11-15,0.2092936,0.2639482,0.2420789,0.2027088,2.02771,2.36583,2.74396,3.90375,10,48,6.0875,0.2,10.8,746.375,743.9,750.8,768.275,765.7,773.0,0.7125,-0.7,2.4,61.875,35.0,75.0,3.625,1,7,0.0,0.0,0.0,11.666666666666666,11.0,12.0,2.75,-1.5,6.9,12.475,11.7,13.0,-1.05,-7.3,4.7,0.0,0.2420789,0.01,0
102,2020-11-16,0.2002274,0.2615162,0.241654,0.2025857,0.64208,1.41979,2.37187,3.89229,10,48,1.4625,-5.6,6.9,750.3375,746.5,752.8,772.85,768.7,775.6,-0.5375,-1.7,0.8,61.625,33.0,100.0,1.625,0,3,0.0,0.0,0.0,6.5,5.0,8.0,-5.6,-6.1,-2.9,9.8375,7.3,11.7,-6.4125,-8.3,-1.7,0.0,0.241654,0.01,0
103,2020-11-17,0.2096314,0.2631152,0.241703,0.202229,2.34,2.30875,2.47292,3.69417,10,48,7.8125,3.8,12.1,743.2625,741.8,745.0,765.15,763.6,767.1,-0.35,-1.5,0.8,74.0,46.0,100.0,3.625,2,6,0.0,0.0,0.0,11.333333333333334,7.0,13.0,1.4166666666666667,-1.6,2.5,10.614285714285714,7.3,12.2,3.175,-6.8,8.6,4.4,0.241703,0.01,0
104,2020-11-18,0.2200787,0.2656813,0.242144,0.2024403,1.68708,2.3475,2.97729,3.94729,10,48,0.3624999999999999,-1.1,3.4,741.475,734.2,744.7,763.5875,756.4,766.7,-1.1875,-3.8,0.5,100.0,100.0,100.0,4.375,2,6,0.0,0.0,0.0,11.0,8.0,14.0,0.2999999999999999,-1.1,3.4,12.2,12.2,12.2,0.3624999999999999,-1.1,3.4,21.6,0.242144,0.01,0
105,2020-11-19,0.2157271,0.2642877,0.2416436,0.2021979,0.64313,1.32333,2.2025,3.76687,10,48,-5.1625,-7.4,-0.7,734.0125,730.6,739.8,756.4625,752.8,762.7,0.7,-2.6,2.7,98.125,95.0,100.0,3.375,0,6,0.0,0.0,0.0,11.333333333333334,10.0,13.0,-5.225,-7.4,-1.1,0.025,-0.3,0.5,-5.4125000000000005,-7.9,-0.7,96.0,0.2416436,0.01,0
106,2020-11-20,0.21514,0.2635747,0.2413278,0.2017386,0.6375,1.15833,1.89063,3.46688,10,48,-9.0375,-10.8,-7.0,746.3625,741.7,749.2,769.575,764.7,772.5,1.175,0.1,2.0,89.0,78.0,96.0,1.75,1,3,0.0,0.0,0.0,7.0,5.0,10.0,-10.2625,-12.6,-8.5,-5.933333333333334,-6.2,-5.2,-10.5625,-12.3,-9.0,15.2,0.2413278,0.01,0
107,2020-11-21,0.2136995,0.2634716,0.2411735,0.2014965,0.6225,1.11875,1.7725,3.28083,10,48,-7.1,-8.8,-6.0,749.0875,748.7,749.3,772.3625,772.0,772.7,-0.0375,-0.4,0.6,91.125,86.0,95.0,1.875,1,3,0.0,0.0,0.0,4.875,4.0,5.0,-12.6,-12.6,-12.6,-5.8625,-6.2,-5.5,-8.337499999999999,-9.7,-6.9,0.0,0.2411735,0.01,0
108,2020-11-22,0.2088282,0.2630264,0.2410378,0.2013413,0.56979,1.05563,1.685,3.14708,10,48,-11.1125,-15.0,-7.3,749.0625,748.6,749.6,772.5375,772.0,772.9,-0.0375,-0.5,0.5,84.625,71.0,97.0,1.75,0,3,0.0,0.0,0.0,5.428571428571429,4.0,9.0,-16.3375,-17.2,-12.5,-5.65,-6.7,-5.5,-13.3,-16.0,-11.7,0.0,0.2410378,0.01,0
109,2020-11-23,0.2026997,0.2611341,0.2408303,0.2011686,0.4175,0.94208,1.56312,3.02812,10,48,-7.8625,-11.4,-5.1,747.7125,746.3,749.3,771.0125,769.6,772.5,0.0875,-0.9,1.3,76.125,70.0,79.0,4.0,3,6,0.0,0.0,0.0,10.166666666666666,9.0,11.0,-12.966666666666669,-17.2,-11.7,-5.55,-6.8,-5.0,-11.35,-14.3,-9.6,0.0,0.2408303,0.01,0
110,2020-11-24,0.1995135,0.2538965,0.2403223,0.2008912,0.28292,0.83667,1.45458,2.90958,10,48,-4.8625,-8.0,-3.0,748.45,747.1,749.5,771.4625,769.9,772.6,-0.2749999999999999,-0.7,0.2,78.125,70.0,85.0,2.5,2,4,0.0,0.0,0.0,7.125,7.0,8.0,-9.585714285714284,-11.5,-8.8,-3.6,-5.0,-2.7,-8.15,-10.2,-6.2,0.0,0.2403223,0.01,0
111,2020-11-25,0.1986326,0.2480823,0.2396512,0.2006094,0.29104,0.78313,1.36563,2.80417,10,48,-5.7375,-10.7,-3.3,748.2,746.1,751.9,771.15,768.9,775.3,0.6,-0.6,1.9,87.125,71.0,100.0,2.375,1,4,0.0,0.0,0.0,8.5,7.0,10.0,-7.0625,-10.9,-5.4,-2.8625000000000003,-3.1,-2.7,-7.6375,-10.8,-6.2,0.0,0.2396512,0.0103487999999999,0
112,2020-11-26,0.1953371,0.2435571,0.2389542,0.2003801,0.13167,0.69396,1.30396,2.71521,10,48,-8.925,-12.5,-3.8,753.15,752.7,754.0,776.6,776.1,777.4,0.1125,-1.3,0.8,92.25,83.0,99.0,0.875,0,2,0.0,0.0,0.0,4.333333333333333,3.0,7.0,-13.675,-13.9,-12.4,-3.35,-3.8,-3.1,-10.0125,-13.2,-5.8,0.0,0.2389542,0.0110457999999999,0
113,2020-11-27,0.1880162,0.2369708,0.23628,0.200124,-0.23146,0.45313,1.17667,2.61958,10,48,-11.4625,-15.6,-7.6,751.7875,751.0,752.5,775.4375,774.6,776.0,-0.225,-0.8,0.4,81.125,64.0,97.0,2.0,0,4,0.0,0.0,0.0,5.25,2.0,7.0,-15.85,-16.0,-14.8,-4.6875,-7.1,-3.2,-14.25,-16.1,-11.9,0.0,0.23628,0.01372,0
114,2020-11-28,0.1770935,0.231758,0.2311718,0.1997831,-0.57729,0.18542,0.99375,2.49562,10,48,-12.0875,-14.8,-8.4,750.9625,749.3,752.0,774.65,772.9,775.8,-0.2124999999999999,-1.0,0.6,82.25,65.0,93.0,1.75,1,2,0.0,0.0,0.0,5.625,5.0,7.0,-15.925,-16.0,-15.9,-7.6125,-8.3,-7.1,-14.6,-16.0,-13.2,0.0,0.2311718,0.0188281999999999,0
115,2020-11-29,0.1688429,0.2245818,0.2269138,0.1992199,-0.82021,-0.0475,0.81167,2.36854,10,48,-11.325,-15.8,-7.6,749.9875,748.6,751.3,773.6,772.3,775.0,0.25,-0.6,0.9,84.875,73.0,96.0,2.5,1,3,0.0,0.0,0.0,4.875,4.0,6.0,-16.3625,-16.5,-15.9,-7.75,-8.3,-7.2,-13.4375,-16.3,-11.6,0.0,0.2269138,0.0230861999999999,0
116,2020-11-30,0.1633415,0.2182912,0.2193095,0.1985287,-0.97042,-0.24417,0.62729,2.23458,10,48,-11.0625,-13.5,-8.9,753.5375,751.5,755.3,777.2125,775.0,779.0,0.5,0.1,1.3,78.625,73.0,83.0,3.5,3,4,0.0,0.0,0.0,7.75,7.0,8.0,-14.785714285714286,-16.5,-14.1,-7.825,-8.7,-7.2,-14.0625,-15.9,-12.7,0.0,0.2193095,0.0306905,0
117,2020-12-01,0.1579032,0.2138652,0.2130345,0.1977336,-1.15708,-0.41333,0.47063,2.09875,10,48,-11.05,-13.3,-8.5,754.9125,753.7,756.0,778.65,777.4,779.8,-0.1999999999999999,-1.2,0.8,77.625,65.0,85.0,3.0,2,4,0.0,0.0,0.0,7.625,7.0,8.0,-13.95,-14.1,-13.9,-8.5,-8.7,-8.3,-14.25,-15.6,-13.3,0.0,0.2130345,0.0369655,1
118,2020-12-02,0.1529225,0.2097611,0.209855,0.1967869,-1.27708,-0.56625,0.31875,1.97729,10,48,-10.7625,-12.8,-8.8,751.5625,750.2,753.2,775.1625,773.8,776.8,-0.4375,-0.8,0.0,73.375,65.0,81.0,3.75,3,5,0.0,0.0,0.0,7.625,7.0,9.0,-13.3875,-13.9,-13.2,-8.45,-8.7,-8.3,-14.675,-15.4,-13.3,0.0,0.209855,0.0401449999999999,1
119,2020-12-03,0.1496492,0.2046556,0.2071839,0.1956394,-1.39229,-0.68896,0.18458,1.86042,10,48,-10.35,-13.9,-7.6,749.8,749.4,750.1,773.3375,772.8,773.6,-0.0999999999999999,-0.5,0.2,74.5,67.0,83.0,4.25,2,6,0.0,0.0,0.0,9.0,8.0,10.0,-14.057142857142855,-14.2,-13.4,-8.024999999999999,-8.7,-7.3,-14.0875,-16.2,-12.4,0.0,0.2071839,0.0428160999999999,1
120,2020-12-04,0.1485922,0.2008594,0.2049374,0.1940836,-1.34271,-0.71854,0.08417,1.75333,10,48,-8.825,-11.3,-6.6,748.05,746.9,749.2,771.375,770.2,772.6,-0.3125,-1.2,0.2,65.75,58.0,75.0,4.25,4,6,0.0,0.0,0.0,9.5,9.0,11.0,-12.333333333333334,-14.2,-11.7,-6.8,-7.3,-6.3,-14.15,-15.1,-12.5,0.0,0.2049374,0.0450626,1
121,2020-12-05,0.1477905,0.1984543,0.2028503,0.1917407,-1.35167,-0.74937,0.01833,1.65729,10,48,-7.7,-10.1,-5.0,747.5375,747.0,748.2,770.7375,770.2,771.5,0.0125,-0.8,1.1,62.25,57.0,68.0,3.625,1,5,0.0,0.0,0.0,9.5,9.0,10.0,-10.675,-11.7,-10.2,-5.5625,-6.3,-4.8,-13.7375,-14.9,-11.7,0.0,0.2028503,0.0471496999999999,1
122,2020-12-06,0.146291,0.1956035,0.2003527,0.1892566,-1.51208,-0.87417,-0.06438,1.565,10,48,-8.075,-11.2,-5.8,746.1375,745.1,747.8,769.2625,768.1,771.1,0.1,-0.9,1.1,69.375,56.0,86.0,3.25,2,4,0.0,0.0,0.0,8.75,6.0,10.0,-9.6125,-11.6,-8.7,-4.9875,-5.3,-4.8,-12.8375,-14.3,-10.3,0.0,0.2003527,0.0496473,1
123,2020-12-07,0.144004,0.1921613,0.1967365,0.1873129,-1.75229,-1.04229,-0.20146,1.48458,10,48,-11.7875,-14.1,-9.9,748.7375,748.1,749.5,772.275,771.6,773.1,0.0999999999999999,-0.8,1.0,71.875,63.0,82.0,3.875,3,5,0.0,0.0,0.0,8.375,7.0,9.0,-14.175,-14.5,-12.6,-6.7875,-9.6,-5.3,-15.925,-16.7,-15.3,0.0,0.1967365,0.0532634999999999,1
124,2020-12-08,0.1419082,0.188966,0.1923746,0.1851958,-1.9125,-1.19708,-0.34687,1.38625,10,48,-10.1375,-12.9,-7.6,747.475,745.9,748.6,770.9625,769.3,772.2,-0.3375,-1.0,0.2,57.125,48.0,68.0,3.5,2,6,0.0,0.0,0.0,9.5,9.0,10.0,-13.7,-14.5,-13.3,-8.525,-9.6,-7.4,-17.1375,-18.1,-16.2,0.0,0.1923746,0.0576253999999999,1
125,2020-12-09,0.1406298,0.1863432,0.188694,0.1816875,-1.94458,-1.28333,-0.44396,1.30937,10,48,-5.0125,-8.8,-1.9,742.35,741.0,745.1,765.25,763.6,768.3,-0.6125,-1.3,0.1,57.25,49.0,68.0,3.125,2,5,0.0,0.0,0.0,9.5,8.0,11.0,-10.08,-12.9,-9.1,-3.2,-7.4,-1.1,-12.25,-17.1,-8.3,0.0,0.188694,0.0613059999999999,1
